score,class,pred
0.9736841917037964,0,0
0.9923664331436157,0,0
0.9870129823684692,0,0
0.9932885766029358,0,0
1.0,0,0
1.0134228467941284,0,0
0.9932885766029358,0,0
0.9932432174682617,0,0
1.076923131942749,0,0
1.0071942806243896,0,0
0.9726027250289917,0,0
0.9736841917037964,0,0
0.9932432174682617,0,0
0.9735099077224731,0,0
0.9679487347602844,0,0
0.9536423683166504,0,0
0.9647887349128723,0,0
0.9868420958518982,0,0
1.0189872980117798,0,0
0.9580419659614563,0,0
0.9610389471054077,0,0
1.0187499523162842,0,0
1.0,0,0
0.98591548204422,0,0
0.9800000190734863,0,0
1.030075192451477,0,0
0.9800000190734863,0,0
1.0487804412841797,0,0
1.0,0,0
0.9933333396911621,0,0
1.012738823890686,0,0
1.0,0,0
0.9798657894134521,0,0
1.019736886024475,0,0
0.9924242496490479,0,0
0.9865771532058716,0,0
0.9523809552192688,0,0
0.9586465954780579,0,0
0.9805194735527039,0,0
1.030075192451477,0,0
1.0,0,0
0.978723406791687,0,0
1.0068492889404297,0,0
0.9801324605941772,0,0
0.9874213933944702,0,0
1.0061349868774414,0,0
1.0305343866348267,0,0
0.9931034445762634,0,0
0.9726027250289917,0,0
1.0073529481887817,0,0
0.9781022071838379,0,0
1.0138888359069824,0,0
1.0220588445663452,0,0
1.0124223232269287,0,0
0.9931972622871399,0,0
0.9594594836235046,0,0
0.9849624037742615,0,0
0.9932432174682617,0,0
0.9731543660163879,0,0
1.0137931108474731,0,0
0.9650349617004395,0,0
1.0136985778808594,0,0
1.0075757503509521,0,0
1.0,0,0
0.9751552939414978,0,0
0.9931034445762634,0,0
0.9926470518112183,0,0
1.0139859914779663,0,0
0.9924242496490479,0,0
0.9851852059364319,0,0
1.0,0,0
1.0228310823440552,0,0
1.0310559272766113,0,0
0.9662162065505981,0,0
1.0209205150604248,0,0
1.0,0,0
0.9879518151283264,0,0
1.0,0,0
0.9673202633857727,0,0
1.0149253606796265,0,0
1.0,0,0
1.0,0,0
0.9849624037742615,0,0
0.9924242496490479,0,0
1.0136985778808594,0,0
0.9857142567634583,0,0
1.014285683631897,0,0
0.9512194991111755,0,0
0.9659863710403442,0,0
0.956204354763031,0,0
0.9935064911842346,0,0
0.9738562107086182,0,0
0.9931034445762634,0,0
0.9735099077224731,0,0
0.9931034445762634,0,0
1.0062893629074097,0,0
1.0,0,0
1.0,0,0
0.9774436354637146,0,0
0.9696969985961914,0,0
1.0231213569641113,0,0
0.9724137783050537,0,0
0.9878048896789551,0,0
0.9490445852279663,0,0
0.9878048896789551,0,0
0.9512194991111755,0,0
1.0115606784820557,0,0
0.9931507110595703,0,0
0.9942196607589722,0,0
0.9943820238113403,0,0
0.9802631735801697,0,0
0.9722222089767456,0,0
1.0068026781082153,0,0
0.9668874144554138,0,0
1.0239521265029907,0,0
0.9724137783050537,0,0
0.970802903175354,0,0
0.9816513657569885,0,0
0.9934210777282715,0,0
0.9807692170143127,0,0
1.0,0,0
1.0125000476837158,0,0
1.0,0,0
0.9819276928901672,0,0
0.9867549538612366,0,0
0.9790209531784058,0,0
0.9733333587646484,0,0
0.9876543283462524,0,0
0.9876543283462524,0,0
0.971222996711731,0,0
0.9864864945411682,0,0
0.9815950989723206,0,0
1.0384615659713745,0,0
0.9930555820465088,0,0
0.9726027250289917,0,0
0.9935064911842346,0,0
1.0,0,0
1.0,0,0
0.9871794581413269,0,0
0.9867549538612366,0,0
1.0,0,0
1.0292397737503052,0,0
1.0091743469238281,0,0
0.9764705896377563,0,0
0.9825581312179565,0,0
1.0,0,0
0.9707602262496948,0,0
0.954023003578186,0,0
1.0059171915054321,0,0
1.0196079015731812,0,0
0.9803921580314636,0,0
0.987730085849762,0,0
1.0,0,0
0.9735099077224731,0,0
0.987500011920929,0,0
0.98591548204422,0,0
1.0193548202514648,0,0
0.9861111044883728,0,0
1.012738823890686,0,0
1.024844765663147,0,0
0.9806451797485352,0,0
0.9750000238418579,0,0
0.9788359999656677,0,0
0.9658119678497314,0,0
0.9722222089767456,0,0
0.984375,0,0
0.9375,0,0
0.97265625,0,0
1.0,0,0
1.0068026781082153,0,0
0.9893048405647278,0,0
0.9930070042610168,0,0
0.9594594836235046,0,0
1.0,0,0
1.0319634675979614,0,0
1.013071894645691,0,0
0.9798657894134521,0,0
0.9925373196601868,0,0
1.0,0,0
0.9933333396911621,0,0
0.9852941036224365,0,0
0.9637681245803833,0,0
0.9935064911842346,0,0
1.0040650367736816,0,0
1.003937005996704,0,0
0.9698795080184937,0,0
1.0065360069274902,0,0
0.9932432174682617,0,0
0.9873949289321899,0,0
0.9781022071838379,0,0
1.0153846740722656,0,0
1.0229008197784424,0,0
0.9870967864990234,0,0
0.9709543585777283,0,0
0.9698492288589478,0,0
0.9788359999656677,0,0
0.9560439586639404,0,0
0.9375,0,0
1.010695219039917,0,0
0.978723406791687,0,0
0.9623655676841736,0,0
0.9619565010070801,0,0
0.9319371581077576,0,0
0.9532163739204407,0,0
0.9315789341926575,0,0
